eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,939386,939425,40,528.6,816.7,525.2,805.2,0.2,59
L,939464,939493,30,525.4,798.4,523.6,810.2,0.2,53
R,939581,939605,25,546.1,899.2,683.2,890.2,2.8,209
L,939581,939608,28,531.8,840.7,665.8,823.9,2.8,197
R,939655,939918,264,690.9,876.2,872.5,834.4,3.8,1374
L,939655,939946,292,676.3,833.1,799.8,850.2,2.6,701
R,940100,940123,24,833.9,882.1,957.5,885.2,2.6,189
L,940102,940125,24,823.6,878.2,933.0,873.0,2.3,164
L,940333,940357,25,943.0,861.6,1091.5,873.6,3.1,205
R,940331,940358,28,948.8,885.8,1130.1,875.0,3.8,255
R,940655,940668,14,1129.1,871.3,1083.2,870.9,0.9,87
L,940655,940670,16,1114.7,886.1,1065.6,873.5,1.1,91
R,940888,940926,39,1082.4,869.9,1367.6,864.6,5.9,244
L,940889,940927,39,1062.5,867.9,1323.7,884.3,5.4,210
L,941126,941148,23,1332.0,896.2,1237.8,886.1,1.9,159
R,941128,941148,21,1354.6,864.0,1269.2,864.9,1.8,153
L,941242,941313,72,1247.9,888.2,224.3,917.0,20.5,545
R,941243,941315,73,1274.5,860.4,269.6,951.7,20.2,498
R,941394,941404,11,285.7,948.1,282.0,927.1,0.4,40
L,941387,941447,61,240.5,917.8,207.1,861.6,1.3,125
R,941475,941486,12,289.2,913.2,255.2,911.6,0.7,66
R,941605,941636,32,263.8,949.1,544.6,953.4,5.5,328
L,941606,941637,32,210.2,921.2,473.2,915.7,5.2,300
R,941723,941966,244,543.9,942.1,807.4,899.0,5.4,1074
L,941723,942004,282,500.8,913.4,738.6,925.3,4.9,962
R,942052,942096,45,780.6,888.3,1197.3,879.8,8.6,433
L,942053,942102,50,741.5,914.7,1173.6,943.0,8.9,371
R,942240,942267,28,1173.8,892.6,1376.3,894.8,4.2,307
L,942241,942268,28,1155.5,931.9,1337.3,944.7,3.7,270
L,942411,942466,56,1335.7,942.1,340.3,978.8,19.9,648
R,942411,942469,59,1360.7,916.6,395.7,1026.1,19.4,572
L,942644,942675,32,363.6,1003.9,317.1,1004.3,0.9,156
R,942646,942676,31,392.6,1025.6,350.7,1021.2,0.8,142
R,942894,942924,31,332.0,1024.5,591.0,1023.5,5.1,355
L,942895,942928,34,308.2,1012.2,562.6,1004.8,5.0,312
L,943064,943099,36,565.2,1018.3,465.7,1002.2,2.0,183
R,943064,943100,37,594.1,1023.9,501.0,1022.3,1.9,165
L,943288,943309,22,457.1,1002.8,563.0,1013.4,2.1,185
R,943286,943317,32,483.8,1021.5,582.5,1017.0,2.0,197
R,943483,943511,29,590.7,1010.3,776.5,997.7,3.8,242
L,943483,943512,30,568.8,1017.2,753.0,1007.3,3.8,242
R,943719,943744,26,780.0,1000.2,929.0,992.0,3.1,222
L,943719,943745,27,760.1,997.6,901.0,987.5,2.9,212
L,943929,943953,25,917.9,990.4,1039.6,993.0,2.5,173
R,943929,943954,26,930.7,991.5,1072.5,987.3,2.9,204
R,944112,944142,31,1078.0,982.6,1295.4,974.0,4.5,281
L,944115,944145,31,1067.6,997.1,1272.7,1012.7,4.2,252
L,944325,944336,12,1267.6,1018.5,1235.2,1020.9,0.7,63
R,944324,944338,15,1291.7,977.0,1249.4,984.2,0.9,79
L,944515,944622,108,1240.4,1018.4,551.5,126.4,23.1,412
R,944516,944622,107,1250.7,996.0,585.2,121.0,22.5,391
L,944744,944771,28,566.1,145.3,384.0,73.7,4.0,247
R,944746,944780,35,576.9,124.7,370.3,21.3,4.8,261
L,944966,944987,22,359.6,80.9,282.1,61.9,1.6,123
R,944965,944989,25,362.0,20.6,266.6,-21.0,2.1,152
L,945266,945294,29,286.8,60.6,478.0,26.6,4.0,233
R,945263,945300,38,272.1,-22.8,521.8,-22.5,5.1,267
L,945595,945625,31,496.8,20.2,338.5,34.4,3.2,169
R,945595,945626,32,510.2,-32.6,346.6,-37.9,3.3,163
R,945906,946038,133,331.8,-17.4,449.4,-7.2,2.4,706
L,945889,946062,174,323.5,17.2,486.3,51.4,3.4,604
L,946249,946270,22,495.7,52.8,582.3,29.1,1.9,140
R,946246,946271,26,479.0,8.6,601.0,-4.6,2.5,183
R,946480,946491,12,617.2,-34.8,617.3,-8.5,0.6,65
R,946518,946542,25,616.5,-19.9,712.5,1.0,2.1,149
R,946752,946899,148,712.5,22.2,904.4,-38.9,4.3,749
R,946980,946995,16,910.3,-32.5,897.7,-3.9,0.7,50
R,947097,947119,23,904.9,20.3,998.4,26.8,2.0,151
R,947356,947656,301,993.1,24.6,1170.9,22.3,3.8,626
R,948082,948097,16,1168.2,6.4,1122.9,17.9,1.0,84
R,948219,948566,348,1122.4,37.1,1284.2,21.6,3.4,969
R,948767,948785,19,1277.9,13.4,1338.4,26.4,1.3,109
L,946319,948945,2627,577.6,12.7,1373.5,87.2,16.6,525
R,948921,948945,25,1341.7,-1.1,1450.4,37.3,2.4,181
L,948995,949064,70,1353.7,137.3,1442.4,504.5,7.9,251
L,949111,949178,68,1366.6,281.2,1322.3,186.8,2.2,103
L,949363,949428,66,1253.5,10.7,231.3,120.2,21.0,530
R,949365,949430,66,1428.6,31.7,276.6,108.7,23.5,573
R,949601,949622,22,275.3,94.9,222.6,60.0,1.3,119
L,949601,949622,22,239.2,115.0,204.2,78.4,1.0,110
L,949823,949846,24,248.6,107.8,361.7,106.5,2.3,166
R,949822,949847,26,232.0,51.7,355.1,55.7,2.5,186
R,949983,950116,134,360.6,68.5,563.7,50.7,4.2,967
L,949979,950150,172,349.2,92.8,595.6,62.5,5.1,846
R,950316,950349,34,597.1,32.1,856.2,-8.4,5.5,294
L,950316,950350,35,592.1,86.6,806.7,4.0,4.8,229
R,950542,950568,27,856.1,-11.3,1002.8,8.3,3.1,208
L,950541,950569,29,816.0,-22.0,962.7,-11.0,3.1,187
R,950749,950785,37,1007.9,10.2,1273.4,-11.0,5.6,291
L,950750,950786,37,959.6,11.4,1209.7,-24.0,5.3,260
L,950872,952033,1162,1206.0,-32.2,634.2,174.0,12.8,303
R,950870,952034,1165,1264.0,-6.3,788.8,194.8,10.9,292
R,952088,952098,11,817.4,162.2,797.5,144.8,0.6,70
L,952055,952099,45,673.5,207.2,729.9,165.2,1.5,85
L,952200,952226,27,771.8,156.2,960.5,73.5,4.4,351
R,952199,952234,36,812.8,139.1,1013.9,81.1,4.5,393
R,952314,952355,42,1022.1,86.0,1410.4,47.4,8.2,463
L,952315,952356,42,965.0,85.8,1355.1,24.5,8.3,436
L,952531,952556,26,1354.1,33.5,1515.2,19.4,3.3,254
R,952530,952556,27,1400.5,46.8,1553.2,64.2,3.2,241
L,952684,952704,21,1511.8,41.5,1445.7,-12.8,1.8,159
R,952684,952704,21,1538.7,78.0,1473.5,20.6,1.8,150
R,952808,952948,141,1469.1,14.5,615.8,88.1,17.8,840
L,952795,952966,172,1441.8,-16.1,594.4,57.8,17.6,707
R,953234,953270,37,609.7,76.5,999.9,80.2,8.2,416
L,953235,953271,37,583.5,78.2,944.8,73.2,7.6,391
L,953439,953474,36,959.5,81.3,646.8,83.0,6.6,329
R,953440,953476,37,996.5,68.6,684.2,70.2,6.6,334
R,953539,953703,165,678.7,73.3,655.9,77.5,0.5,746
L,953546,953725,180,663.2,99.4,618.4,51.8,1.4,722
L,953908,953934,27,609.4,79.0,738.5,63.4,2.7,185
R,953908,953934,27,642.9,74.9,791.1,81.7,3.1,228
R,954223,954396,174,776.6,75.7,1045.9,54.8,5.7,790
L,954225,954414,190,736.6,92.4,1036.8,18.7,6.6,770
R,954603,954627,25,1089.4,54.1,1204.5,54.6,2.4,174
L,954604,954628,25,1051.1,56.2,1158.9,50.8,2.3,158
L,954838,954860,23,1160.0,47.5,1264.8,39.8,2.2,146
R,954837,954861,25,1195.3,61.9,1319.5,58.9,2.6,174
R,954943,955078,136,1323.0,62.8,1435.1,49.3,2.3,968
L,954939,955100,162,1277.8,43.8,1387.4,7.0,2.4,595
R,955239,955268,30,1423.0,62.0,1576.3,58.9,3.1,189
L,955239,955269,31,1386.6,36.6,1545.4,8.7,3.3,179
L,955438,955509,72,1547.7,15.7,308.5,106.6,25.1,582
R,955438,955509,72,1574.6,52.6,327.7,111.5,25.2,583
L,955635,955662,28,334.3,127.4,299.2,138.2,0.7,127
R,955635,955662,28,335.0,113.0,291.0,116.1,0.9,146
L,955855,955879,25,286.8,132.5,426.7,113.8,2.9,213
R,955853,955879,27,282.6,113.4,446.4,123.6,3.3,247
R,955971,956159,189,451.2,129.3,559.2,152.7,2.3,802
L,955968,956202,235,441.6,130.1,562.5,162.3,2.6,598
L,956404,956428,25,538.9,154.9,655.0,126.3,2.5,177
R,956404,956428,25,549.7,144.3,684.8,138.7,2.8,210
L,956575,956601,27,658.1,132.8,522.4,131.3,2.8,191
R,956576,956602,27,684.9,130.1,544.0,129.0,3.0,196
R,956795,956934,140,552.2,138.9,686.4,130.8,2.8,854
L,956786,956960,175,529.3,133.3,655.5,71.4,3.0,635
L,956982,957007,26,652.8,115.4,511.1,152.0,3.1,177
R,956981,957008,28,684.4,127.6,518.8,123.7,3.5,193
R,957202,957240,39,491.6,122.6,889.3,148.8,8.4,420
L,957203,957243,41,475.6,133.1,850.6,135.5,7.9,335
L,957590,957601,12,851.7,138.4,820.2,142.6,0.7,65
R,957590,957602,13,886.6,135.9,845.5,139.5,0.9,85
L,957904,957929,26,822.2,92.3,964.0,75.3,3.0,201
R,957903,957929,27,847.8,141.8,1004.4,133.8,3.3,217
R,958005,958158,154,1016.1,140.0,1144.0,126.6,2.7,481
L,957983,958182,200,989.0,81.6,1093.6,89.8,2.2,635
R,958381,958403,23,1134.2,144.6,1241.9,124.8,2.3,156
L,958382,958404,23,1103.6,134.4,1202.9,115.6,2.1,141
R,958706,958732,27,1261.4,116.1,1404.8,120.0,3.0,181
L,958706,958733,28,1224.3,122.1,1363.0,113.2,2.9,161
L,959061,959085,25,1373.6,120.3,1485.5,91.7,2.4,141
R,959060,959085,26,1409.6,113.6,1533.5,95.0,2.6,154
R,959150,959335,186,1532.0,114.3,1601.0,103.9,1.4,587
L,959149,959354,206,1493.1,116.8,1561.3,38.0,2.1,277
R,959493,959505,13,1585.7,121.6,1631.0,116.9,0.9,87
L,959493,959506,14,1558.8,86.5,1601.2,80.8,0.9,80
L,959612,959682,71,1608.6,76.9,317.2,167.8,26.1,589
R,959613,959685,73,1626.9,124.0,350.2,176.6,25.8,560
L,959788,959813,26,340.3,179.6,245.5,199.4,1.9,176
R,959789,959814,26,356.6,176.3,256.6,201.3,2.1,197
L,960037,960065,29,265.7,193.2,486.1,186.2,4.5,300
R,960036,960065,30,275.3,199.9,515.7,202.6,4.9,340
R,960169,960326,158,523.5,216.2,641.5,212.3,2.5,678
L,960152,960366,215,508.7,208.5,609.7,147.4,2.5,437
L,960486,960513,28,609.0,206.0,449.8,207.0,3.3,215
R,960487,960513,27,633.4,216.0,472.1,203.5,3.4,226
L,960671,960693,23,447.8,203.9,361.9,200.5,1.8,135
R,960672,960694,23,459.1,210.5,371.2,203.4,1.8,145
L,960906,960929,24,384.0,204.7,509.2,209.6,2.6,170
R,960904,960930,27,385.3,196.9,522.0,197.1,2.8,198
L,961149,961176,28,517.9,213.1,653.7,219.9,2.9,162
R,961148,961176,29,529.4,203.8,679.1,212.4,3.1,202
L,961437,961447,11,646.7,221.2,624.8,221.1,0.5,48
R,961436,961448,13,672.4,211.3,644.2,208.1,0.6,53
R,961598,961775,178,641.4,212.2,639.2,200.2,0.3,674
L,961584,961810,227,615.8,215.5,605.3,150.8,1.4,528
L,962053,962070,18,594.1,203.5,655.6,204.1,1.3,102
R,962051,962070,20,611.8,200.5,682.6,202.7,1.5,132
R,962325,962332,8,670.0,203.2,654.0,207.1,0.3,46
R,962525,962680,156,660.5,210.6,817.7,208.5,3.3,673
L,962506,962718,213,636.5,215.0,779.1,183.8,3.1,636
L,962894,962917,24,772.3,210.8,876.6,201.4,2.2,151
R,962893,962918,26,808.2,214.2,920.6,217.1,2.4,161
L,963107,963122,16,877.3,197.1,823.2,198.4,1.1,89
R,963107,963123,17,912.0,203.4,859.4,198.4,1.1,81
L,963253,963291,39,824.7,206.6,1144.1,185.2,6.8,305
R,963252,963291,40,859.4,201.6,1189.0,212.0,7.0,330
L,963531,963549,19,1165.0,196.3,1103.0,196.4,1.3,102
R,963532,963550,19,1192.6,205.1,1128.4,202.8,1.4,94
L,963744,963758,15,1088.4,192.4,1040.8,195.2,1.0,83
R,963745,963758,14,1112.5,199.5,1067.6,202.2,1.0,87
R,963884,964091,208,1064.5,213.6,1265.1,191.0,4.3,477
L,963883,964093,211,1038.8,202.9,1221.1,137.2,4.1,529
L,964369,964395,27,1232.6,174.7,1353.1,169.3,2.5,150
R,964369,964395,27,1261.1,195.3,1395.2,194.8,2.8,169
R,964663,964680,18,1390.7,189.4,1446.4,189.4,1.2,73
L,964665,964680,16,1363.8,178.7,1412.2,173.9,1.0,80
L,964918,965012,95,1416.7,177.2,297.2,238.0,22.9,499
R,964920,965013,94,1430.7,200.8,313.4,254.2,22.9,496
R,965175,965254,80,326.1,268.8,1527.8,209.8,24.5,568
L,965175,965256,82,312.6,261.9,1480.7,168.7,23.9,498
L,965505,965579,75,1478.1,190.1,219.3,247.6,25.5,588
R,965507,965581,75,1496.4,210.0,257.2,271.9,25.1,549
L,965882,965902,21,275.8,269.7,362.5,264.0,1.8,137
R,965881,965904,24,272.5,275.0,382.3,285.8,2.2,157
R,966021,966189,169,388.1,284.7,495.8,295.8,2.2,540
L,966011,966226,216,376.1,265.8,471.6,232.6,2.1,495
L,966303,966312,10,481.1,301.1,453.1,305.3,0.6,65
R,966302,966315,14,502.1,309.6,471.2,311.8,0.6,54
L,966518,966525,8,442.6,297.9,460.0,292.4,0.4,49
R,966517,966527,11,460.1,288.6,482.1,282.9,0.5,52
L,966738,966760,23,464.6,292.4,571.3,286.5,2.2,160
R,966737,966760,24,478.4,302.4,601.5,297.7,2.6,187
R,967036,967062,27,606.7,310.8,771.0,322.9,3.5,248
L,967036,967063,28,581.6,307.1,726.7,311.1,3.1,196
L,967275,967296,22,738.4,329.9,836.7,319.4,2.1,158
R,967274,967296,23,772.2,345.4,889.8,342.1,2.5,194
R,967456,967483,28,891.7,346.0,1083.5,354.0,4.1,263
L,967456,967484,29,856.9,336.1,1033.3,324.2,3.8,224
L,967682,967700,19,1056.5,311.7,997.3,308.7,1.3,101
R,967682,967701,20,1088.7,345.7,1027.3,337.0,1.3,98
L,967945,967978,34,1009.0,304.9,1242.8,282.0,5.0,278
R,967944,967978,35,1034.4,310.9,1283.2,324.5,5.3,297
R,968253,968283,31,1264.6,320.8,1440.2,339.5,3.7,222
L,968255,971677,3423,1256.7,309.3,849.1,439.0,9.1,206
R,968476,971915,3440,1437.5,405.4,872.2,290.3,12.1,687
L,971770,971937,168,850.0,427.0,843.5,337.5,1.9,905
L,972094,972116,23,854.3,372.4,956.9,374.3,2.2,162
R,972093,972116,24,860.2,316.1,972.7,321.8,2.4,197
R,972342,972371,30,963.9,321.9,1154.0,328.0,4.0,261
L,972343,972372,30,965.0,360.2,1141.7,364.2,3.8,222
L,972549,972558,10,1150.6,368.2,1122.5,366.0,0.6,65
R,972550,972559,10,1154.0,326.8,1128.3,324.3,0.6,62
R,972643,972669,27,1129.5,324.5,1306.7,321.4,3.7,265
L,972644,972670,27,1131.8,361.9,1278.8,342.3,3.1,217
R,972807,972938,132,1294.1,325.2,1567.0,275.5,5.7,718
L,972800,972966,167,1289.1,352.3,1523.8,321.4,4.9,334
L,972996,973015,20,1528.0,327.3,1598.5,319.3,1.4,116
R,972994,973015,22,1561.2,295.3,1637.0,294.4,1.5,132
L,973102,973175,74,1583.3,315.7,255.9,380.2,26.7,603
R,973104,973176,73,1607.3,300.4,282.9,348.4,26.6,552
L,973538,973552,15,294.0,404.1,255.0,419.8,0.8,76
R,973540,973557,18,312.0,370.2,273.8,394.4,0.9,87
L,973824,973843,20,253.6,420.0,325.2,420.7,1.4,133
R,973824,973843,20,278.0,389.5,352.9,394.4,1.5,138
R,973956,974082,127,360.7,416.7,405.8,385.7,1.1,906
L,973936,974108,173,337.1,433.9,359.5,355.9,1.7,618
L,974153,974177,25,371.5,407.2,479.8,420.1,2.2,153
R,974154,974178,25,400.0,390.3,532.7,395.8,2.7,217
L,974474,974492,19,514.0,429.4,587.8,430.3,1.5,125
R,974472,974493,22,531.2,387.8,618.1,393.8,1.8,146
L,974701,974722,22,599.1,434.0,693.8,432.3,2.0,137
R,974699,974723,25,610.7,388.4,714.6,386.2,2.2,159
R,974850,974974,125,708.0,395.1,708.4,354.3,0.8,1151
L,974823,975014,192,696.5,436.5,667.8,362.5,1.7,722
L,975106,975122,17,681.1,422.3,739.7,429.2,1.2,95
R,975105,975124,20,698.8,392.3,768.3,403.4,1.5,111
L,975283,975308,26,748.2,429.6,901.3,427.2,3.2,221
R,975282,975308,27,767.3,389.6,933.2,395.4,3.5,260
L,975528,975556,29,911.4,429.9,1063.7,433.1,3.2,196
R,975529,975556,28,928.0,384.9,1091.8,399.7,3.5,230
R,975655,975783,129,1098.6,421.4,1318.8,395.0,4.7,1009
L,975649,975813,165,1082.9,410.6,1279.6,373.5,4.2,174
L,975964,975986,23,1283.8,420.7,1385.6,408.3,2.1,161
R,975963,975986,24,1295.6,398.8,1413.2,390.9,2.5,178
R,976156,976177,22,1414.6,388.3,1317.1,390.8,2.0,188
L,976154,976184,31,1403.4,417.4,1309.1,415.5,2.0,210
R,976351,976382,32,1319.5,386.4,1573.7,389.0,5.2,335
L,976353,976383,31,1301.6,407.6,1539.7,388.0,4.9,280
R,976522,976594,73,1573.4,385.1,245.9,441.5,26.7,566
L,976521,976595,75,1543.6,398.9,217.3,452.7,26.7,615
L,976765,976787,23,243.1,468.5,358.2,484.6,2.3,180
R,976765,976787,23,256.4,452.1,371.0,486.1,2.4,185
R,976876,977015,140,384.7,480.7,1641.0,324.7,25.6,716
L,976860,977028,169,363.4,492.1,1571.0,324.6,24.7,615
L,977098,977130,33,1598.4,361.2,1647.6,363.1,1.0,145
R,977097,977131,35,1629.1,345.7,1678.6,352.8,1.0,175
L,977207,977273,67,1648.5,362.0,463.5,491.1,24.2,633
R,977207,977276,70,1686.5,351.3,531.2,493.7,23.6,556
L,977450,977468,19,508.2,507.0,567.9,503.5,1.2,101
R,977451,977469,19,513.5,490.6,574.4,485.0,1.3,130
L,977725,977748,24,562.3,491.6,470.0,489.1,1.9,178
R,977724,977755,32,580.0,480.4,486.7,485.7,1.9,200
R,977905,977995,91,485.5,487.8,689.2,448.2,4.3,842
L,977888,978031,144,476.7,489.8,654.7,415.7,4.0,722
R,978105,978268,164,685.3,453.5,883.1,446.9,4.2,1098
L,978091,978288,198,656.0,418.2,851.0,445.4,4.2,644
L,978539,978546,8,837.6,478.8,822.1,478.9,0.3,44
R,978540,978546,7,865.6,452.3,852.7,454.1,0.3,41
L,978699,978724,26,818.1,489.6,952.4,481.6,2.9,205
R,978698,978724,27,843.4,458.3,992.2,463.0,3.2,233
R,979034,979182,149,974.1,469.6,1038.1,424.7,1.7,424
L,979027,979205,179,942.8,479.6,988.8,448.7,1.2,814
L,979261,979286,26,982.6,449.8,1130.5,449.3,3.1,224
R,979260,979286,27,1020.2,444.1,1175.5,444.6,3.3,244
L,979586,979594,9,1132.9,459.7,1115.3,462.4,0.4,46
R,979587,979594,8,1157.3,450.0,1142.1,451.1,0.3,42
L,979667,979680,14,1107.3,457.7,1065.0,459.8,0.9,79
R,979668,979680,13,1130.7,456.3,1094.1,454.9,0.8,71
R,979781,979808,28,1092.7,459.4,1260.2,457.7,3.5,238
L,979781,979809,29,1064.5,466.8,1225.5,462.9,3.4,200
R,980038,980066,29,1265.4,459.6,1436.5,448.0,3.6,215
L,980038,980067,30,1232.9,471.2,1394.1,461.0,3.4,183
R,980249,980271,23,1435.3,453.9,1534.2,452.2,2.0,137
L,980251,980272,22,1405.6,465.0,1495.5,459.7,1.9,124
L,980437,980507,71,1513.3,456.3,256.9,548.7,25.4,600
R,980438,980509,72,1543.3,449.6,283.1,546.3,25.5,565
L,980677,980699,23,283.8,551.3,381.6,546.9,2.0,146
R,980676,980699,24,296.0,548.4,402.2,548.6,2.1,167
R,980794,980934,141,410.8,560.1,537.8,512.7,2.8,870
L,980774,980961,188,393.5,559.0,509.6,520.2,2.5,677
R,981106,981132,27,544.1,570.9,698.3,559.2,3.2,220
L,981107,981133,27,523.0,571.4,662.1,570.2,2.9,185
L,981329,981355,27,672.3,565.5,830.8,550.6,3.4,228
R,981328,981355,28,689.6,544.8,877.1,537.0,4.0,285
L,981583,981593,11,842.6,551.9,812.7,555.0,0.6,68
R,981583,981596,14,879.7,531.5,840.8,537.4,0.8,78
R,981845,981873,29,851.6,536.5,1022.8,537.1,3.6,242
L,981847,981874,28,812.9,545.2,981.0,549.9,3.6,225
R,982030,982184,155,1021.2,536.0,1175.1,489.4,3.4,1110
L,982021,982211,191,993.6,520.8,1123.1,494.0,2.8,849
L,982317,982338,22,1133.9,531.2,1225.9,533.0,1.9,133
R,982315,982339,25,1157.4,523.8,1259.7,525.2,2.2,145
R,982466,982493,28,1259.7,533.5,1435.2,532.4,3.6,229
L,982467,982494,28,1242.2,542.7,1411.2,540.7,3.5,204
R,982664,982675,12,1442.5,545.4,1406.2,546.5,0.8,76
L,982665,982679,15,1416.6,548.1,1372.9,549.2,0.9,84
R,982729,982757,29,1404.7,547.0,1583.1,548.9,3.6,241
L,982730,982758,29,1381.2,548.6,1558.5,539.6,3.6,227
L,982843,982919,77,1548.2,541.7,276.7,597.8,25.6,582
R,982845,982920,76,1564.3,551.5,323.8,624.4,25.0,523
L,983096,983103,8,309.9,625.7,292.7,628.2,0.3,46
R,983096,983105,10,325.6,642.0,303.4,648.3,0.5,51
L,983297,983315,19,287.9,623.7,229.3,625.4,1.2,99
R,983298,983316,19,300.1,629.5,244.6,638.4,1.1,99
R,983546,983713,168,246.7,622.3,356.8,600.1,2.2,733
L,983524,983752,229,242.2,602.0,317.5,533.6,2.0,459
L,983936,983954,19,341.1,594.8,416.6,603.2,1.5,121
R,983934,983955,22,351.1,621.7,436.5,623.5,1.7,141
L,984213,984238,26,430.1,607.0,574.8,620.0,3.0,192
R,984213,984240,28,439.5,618.4,607.3,624.9,3.5,220
L,984434,984455,22,595.5,620.3,693.2,624.8,2.0,151
R,984432,984455,24,609.9,621.3,719.4,621.6,2.3,173
L,984609,984636,28,708.9,625.3,848.5,616.2,3.0,156
R,984607,984636,30,728.0,615.6,889.3,608.8,3.4,191
L,984857,984879,23,861.7,619.1,974.7,612.1,2.4,182
R,984854,984879,26,886.5,608.9,1024.9,604.5,2.9,218
L,985094,985148,55,988.6,615.5,321.4,679.5,13.8,407
R,985096,985150,55,1019.8,601.5,345.9,731.1,14.1,413
L,985614,985628,15,338.9,670.7,294.6,670.0,0.9,71
R,985613,985628,16,360.9,707.4,319.3,701.8,0.8,74
R,985954,985985,32,298.8,702.1,493.3,699.6,3.9,198
L,985943,985987,45,280.6,646.6,424.8,673.6,3.0,170
R,986232,986254,23,575.9,694.1,677.3,684.4,2.1,140
L,986209,986294,86,545.1,639.0,661.0,688.1,2.6,131
R,986458,986485,28,687.0,684.7,828.8,668.7,3.0,183
L,986456,986489,34,656.6,676.3,794.0,640.2,3.0,174
L,986690,986714,25,795.6,649.9,910.1,677.2,2.5,141
R,986691,986715,25,833.0,666.1,955.9,664.6,2.6,157
L,986973,986995,23,979.9,694.9,1107.0,670.9,2.7,201
R,986974,986998,25,1009.2,653.0,1140.6,649.7,2.8,192
R,987184,987207,24,1161.8,646.0,1277.5,647.0,2.4,157
L,987183,987208,26,1132.8,680.7,1260.0,677.5,2.7,181
R,987378,987421,44,1283.7,643.3,1440.6,628.9,3.3,130
L,987382,987425,44,1284.9,682.5,1417.8,720.5,2.9,116
R,987560,987805,246,1442.5,619.2,235.0,846.5,24.6,500
R,988041,988095,55,318.0,735.5,803.9,713.9,9.9,273
R,988269,988292,24,774.0,707.8,889.1,694.0,2.4,178
R,988452,988478,27,895.0,655.5,1035.5,660.5,3.0,196
R,988610,988864,255,1058.3,685.3,1194.3,662.4,2.9,1102
L,987543,988962,1420,1435.9,705.4,765.3,616.5,14.0,573
R,988927,988963,37,1128.9,655.9,859.8,676.9,5.7,214
L,989141,989161,21,734.4,664.4,673.3,665.6,1.3,106
R,989143,989161,19,772.1,689.3,709.4,693.9,1.3,108
R,989281,989429,149,708.0,714.3,478.9,682.5,4.7,558
L,989268,989481,214,702.4,681.3,469.2,648.9,4.9,665
L,989659,989676,18,468.3,676.0,407.8,675.5,1.2,94
R,989659,989678,20,484.9,710.4,413.8,704.5,1.4,102
R,989846,989870,25,419.0,703.7,549.2,708.8,2.7,207
L,989848,989871,24,408.4,685.2,527.2,687.1,2.4,172
L,990051,990076,26,537.8,691.8,690.6,696.4,3.2,227
R,990050,990076,27,545.0,709.8,717.9,714.1,3.6,270
R,990245,990273,29,714.0,710.2,932.6,686.9,4.6,330
L,990246,990274,29,694.8,695.3,894.8,680.8,4.2,289
L,990466,990484,19,915.0,685.4,982.5,683.3,1.4,108
R,990465,990485,21,924.9,687.3,1001.0,686.6,1.6,133
L,990709,990733,25,987.2,689.9,1099.8,687.5,2.4,160
R,990708,990733,26,993.3,685.4,1117.5,677.3,2.6,190
L,990936,990956,21,1106.7,687.3,1188.1,684.8,1.7,124
R,990935,990956,22,1107.5,680.1,1196.5,675.0,1.9,140
R,991211,991433,223,1198.8,679.1,1375.5,627.0,3.8,953
L,991203,991459,257,1197.1,689.3,1375.4,674.1,3.7,159
R,991525,991546,22,1366.0,658.2,1462.2,669.7,2.0,156
L,991526,991547,22,1361.9,670.2,1452.0,680.1,1.9,129
L,991700,991770,71,1460.9,693.1,296.2,726.5,23.4,578
R,991701,991771,71,1458.8,677.2,315.2,774.0,23.1,517
L,991894,991913,20,319.3,763.7,247.8,770.3,1.4,127
R,991895,991915,21,311.2,777.4,246.1,782.5,1.3,108
L,992093,992115,23,261.0,767.7,361.6,763.3,2.0,149
R,992094,992117,24,260.4,784.6,374.8,784.6,2.3,174
L,992528,992550,23,368.0,756.5,274.8,751.3,1.9,128
R,992530,992550,21,376.6,770.5,294.0,774.8,1.6,120
L,992794,992814,21,273.8,756.3,369.0,757.6,1.9,141
R,992792,992814,23,288.3,783.4,398.0,781.1,2.2,154
L,992979,993001,23,378.4,750.8,282.7,731.9,1.9,128
R,992981,993001,21,408.2,780.2,311.7,774.1,1.9,130
R,993163,993326,164,293.1,772.9,447.2,791.4,3.1,598
L,993144,993356,213,264.5,725.7,390.1,707.5,2.5,468
L,993607,993632,26,426.5,718.9,558.3,740.7,2.7,184
R,993606,993632,27,452.4,766.9,589.8,775.1,2.8,196
R,993854,993879,26,593.6,781.9,750.3,782.6,3.2,212
L,993855,993881,27,569.2,754.9,711.3,745.7,3.0,181
L,994107,994141,35,735.6,759.5,919.6,737.7,3.9,156
R,994104,994142,39,760.8,776.7,964.8,759.1,4.3,179
L,994300,994328,29,933.6,747.5,1098.3,745.9,3.5,198
R,994299,994330,32,961.4,755.0,1143.0,750.0,3.8,224
L,994564,994591,28,1113.2,750.7,1261.0,751.2,3.1,194
R,994564,994591,28,1136.1,748.7,1294.8,743.7,3.3,221
R,994769,994806,38,1288.9,738.9,1510.2,739.7,4.5,230
L,994771,994807,37,1273.3,762.1,1486.3,744.9,4.4,203
R,994882,995106,225,1506.8,731.7,1613.2,644.3,2.8,1046
L,994871,995108,238,1486.9,741.1,1589.1,688.9,2.3,1047
L,995170,995245,76,1573.8,692.0,259.9,748.7,26.1,638
R,995171,995247,77,1602.4,682.3,318.7,812.8,25.7,548
